loan_amount,income,credit_score,interest_rate,employment_years,debt_to_income,default
11941,71701.89008810728,781.4384043787392,4.634947554563689,28,0.5887102373034347,0
30934,61260.87653755404,657.2132459865986,5.309595334515558,20,0.1501763569531895,1
28386,64688.43260186614,621.5064545549919,4.4132012248980805,23,0.3196652513966002,1
15209,66106.58123169102,722.7457375540012,2.0,3,0.5886814539543181,0
22715,66551.15311175224,653.8412902264002,7.493499117282002,20,0.2897840142849629,1
33920,56400.026735301646,726.8323289235464,4.2539361904357,6,0.46977818754965217,0
36703,54085.09051147238,757.5739797101921,2.5857390538648914,6,0.1152014505393246,0
47318,57722.199574102604,716.5308747801467,6.14179400119381,28,0.44741855731515656,0
9637,42904.62442429189,740.4884154172736,6.197854601407293,22,0.5673133662637893,1
9854,70774.1161046169,740.830607681735,4.546728648949127,7,0.29135314259500134,0
48088,47974.42436026541,749.4973356089315,7.304372338339617,26,0.11064991896346474,0
42660,44100.74881522925,702.260538377874,3.888956093692051,20,0.11395490219774193,1
44811,59784.68300153777,738.9538213696827,5.263472882442463,0,0.5460116528555445,0
24856,58048.1605546517,708.2200873078156,5.766202459135137,26,0.4612580535481309,1
26833,63744.517136834824,719.5660085967613,7.270997327684764,8,0.15334319211328992,0
24963,51476.919459053854,850.0,2.0850359354291994,24,0.1272951385255983,0
41932,54111.8616265354,712.0800261792833,8.437708366587128,22,0.5024126818077397,1
32169,70381.79257632737,625.1120033598316,6.760809049738818,11,0.5049303164026795,1
12941,69468.25800742791,690.129041124118,5.674183991816046,5,0.1602609198960245,1
19388,68842.87569265017,684.4737122178864,3.8005216212429995,12,0.25076020194431836,1
10569,60509.51418527224,686.7603199122693,3.6744968769745388,28,0.4900130322869448,0
9300,62533.83934998412,747.6721213126483,5.431746992675942,4,0.3627060354770032,0
44037,63456.58331565755,756.5295698832015,5.740699996172436,20,0.5782924303626497,1
41586,50159.37390286535,694.7182378651302,5.547301999983922,18,0.34053132267300246,0
17015,82110.69900219151,630.4062825740539,5.239629118934203,25,0.4384789687827563,1
11254,79973.82048731549,704.9547787591554,5.647944145673553,0,0.3548916828707921,0
22144,71913.68386501451,672.8305628952166,2.0,21,0.5714827478425228,1
29214,53612.07620397603,710.520235698566,4.600843379141733,23,0.29932954603380446,0
45118,68087.16176925226,693.9519053905044,2.9251523050173303,29,0.21489822758930002,1
20183,74675.54906654658,760.8178809200543,4.939192044803229,17,0.2633169301404966,0
11238,41652.04647418285,713.7404023231949,6.959698544405691,7,0.5263876020826146,0
11090,85417.67642547746,672.9904177889252,3.63696966398733,23,0.3489692817560667,1
16637,33909.185832663075,630.7233876308077,3.936065645040894,25,0.27712615175111954,0
27415,70569.08729563613,697.5992918050805,3.7257247531368036,7,0.3721300109047414,0
29071,81799.23459378704,697.778132302689,3.9261393417136827,25,0.16661485363842118,0
47679,58304.048039594534,686.8769625648167,5.831079051263199,14,0.10267965231279805,0
46240,57743.0340026539,738.7661875701783,6.180795770757106,18,0.2402923418467454,0
23271,70014.91188970386,630.8610754481211,7.20380102019038,9,0.40250285989177115,1
41034,87778.22837900808,661.8727968230211,3.492305897653204,23,0.45584038483069367,0
38434,55783.98543087951,702.6458799743067,6.025909280991342,15,0.5133054831759833,1
9188,48285.67212201083,672.0245890522513,6.275553789267665,10,0.5633317796972348,0
15161,53643.368165880114,682.1645380911793,7.479944523192767,11,0.306056173482384,1
33732,36712.290115706695,696.9874316067913,3.60426809819329,15,0.4702583997787273,0
16314,73466.36848072734,734.2982466706814,2.0,15,0.13733646509903127,1
28954,52288.75420929211,694.9713173225136,4.58392135066806,27,0.12876499938604005,0
26508,56874.912689016666,601.5157771824092,9.213031175657626,29,0.1623989959930783,1
26969,73644.3169712851,669.8601495491143,3.3571058245207377,19,0.32428454891538117,0
42545,54346.345133852265,724.789213765004,5.730387420817819,2,0.20564071924937496,0
41668,71386.35593082596,738.1336819383278,2.0,26,0.2434624709689079,1
28061,44428.6724427557,740.8928939088053,7.722259876879178,8,0.42394008675615136,0
18716,74380.79142485997,755.0588834981031,2.1826931932946434,7,0.279261089401423,0
44749,65128.57531898205,705.9218638544994,2.0,9,0.3786857788590111,0
44144,58671.31453770497,713.1582490434823,5.148303633697752,28,0.30620187836829615,1
21907,61963.402319156936,649.3045726870209,5.177554319197544,12,0.1844846277599098,0
23777,40698.58058020895,591.2712343607727,7.128934175199088,17,0.13700999512794707,1
32693,61620.01115920455,629.1208708211051,6.2741919859858575,12,0.21811574765494393,0
47928,57874.95321965094,664.908122415478,2.0,12,0.12885023474552218,1
31329,41108.51084343655,632.0147724334595,4.77219569180761,14,0.4093059799449035,1
21282,49933.868596401844,685.3536529969929,3.9543661112329316,12,0.4978588007330502,0
28624,58061.321130712226,676.8955869679372,2.997421520087706,29,0.26987038411870046,1
28321,50890.61722578238,746.8913506951029,5.650508870873444,15,0.2935555276761791,0
15488,23818.291424243747,651.5431756106066,6.564471443707265,7,0.5080955313796534,1
27574,76145.81309413299,707.0290958591977,3.792056281015558,26,0.21130645618678015,0
10240,57868.65187365502,679.011615329158,4.500724602497309,26,0.1595801325974371,0
48221,25890.746861451822,649.6710716836566,4.600720651534453,18,0.35055905866554327,0
15478,92024.44409519092,663.6144273015952,4.008372306269365,9,0.4230950847666186,1
24262,78620.88496969783,597.4370147459878,4.3589239465144045,11,0.3998272125232396,0
9432,54765.26923397497,737.4173413446816,4.007411240206831,13,0.4569365226370904,0
34721,47362.537629499486,770.1130626874012,5.186951302991625,5,0.12837559108651195,0
18568,66047.86816140782,686.6266941479441,4.120335922774551,20,0.31410080637918647,1
19178,63034.90222326212,701.4531043697156,5.640638691143354,23,0.21928526197284656,0
27195,68131.3488720056,685.2071079797071,4.11483739080089,8,0.47956062977301206,0
5302,47405.69590117427,658.9954359234968,5.970110868046532,26,0.5363652420301748,1
22022,76466.5803145745,735.2451430105439,4.082473129239073,6,0.24066787040320745,0
5055,52898.06815236676,715.9534162575808,5.908604422841301,5,0.14760903953470414,1
13717,70211.4862298335,554.3932810310441,3.7271131005215885,21,0.22671398099569842,0
33699,48045.911093144634,648.2694626295443,6.328043813916922,0,0.15200424452945985,0
13150,99722.1597863023,597.3469375217987,2.3329625512384125,20,0.2612110830567269,1
7125,70432.85023447887,777.7707172694292,4.991230542425227,13,0.36909928916091284,1
49247,103263.48414860471,691.408561377713,4.149273514802571,23,0.5868404771991033,0
21748,72414.02964489069,712.035078084814,4.93072801858613,5,0.2996851271756793,1
44577,51578.03464696974,682.3352432459889,3.221016820112437,11,0.21001996192731057,1
9621,72440.71190383795,755.1348363145044,4.708104595399142,16,0.18340087018541754,1
20034,73508.66727289825,743.0352586297217,3.33596952024343,4,0.186519883069338,0
10126,65599.86216746643,689.2260408489742,4.64274439007674,28,0.1962988416307296,1
10122,69455.88708048084,785.8996527837612,4.503272093339361,10,0.4811335112687235,1
23030,71425.90694111513,709.2659071116437,5.494884210176409,27,0.13051385571620996,1
22302,45094.78483851388,626.9937462430589,5.098713970124818,4,0.5987013534715171,1
24181,44027.123929050715,705.000936875678,7.81745359040743,11,0.36134319558313055,1
43638,48086.7450207835,725.8720328863143,4.235097866877499,2,0.37213594715041287,1
6531,61913.13591555765,693.3387623725863,4.801057035843441,23,0.27878193934980244,0
45940,56652.4324278987,679.4258477378519,9.776459852914176,8,0.44512767970606026,0
45441,45366.44151115577,788.2180658114985,4.664672105304985,5,0.3357281704403988,1
28333,71629.7131577947,640.7068770642336,6.429832053375915,21,0.26453064248227487,0
44650,64245.6723020472,561.8143087445026,5.864824792178995,1,0.23256920185402144,1
39674,62533.934870562814,780.9527015464922,8.502169280436842,25,0.5628256034666298,1
40854,56130.16042239097,638.6976301955176,2.8540314235435487,1,0.2454947575262101,1
13152,54326.5784645164,685.6690980750893,2.6831289248217143,21,0.318196629714921,0
43518,47380.032572865355,681.1283922468875,3.3231805679111233,11,0.27517070105823416,0
15267,74006.10438806006,761.587424534926,5.259168663530757,7,0.14308941371401798,0
30289,49447.6067752022,771.7428189813434,3.494896529999004,1,0.19296719724113356,0
6062,63140.85700039225,635.3812272947404,2.0,8,0.19475098766319102,0
34926,84930.1559440805,767.8454814092701,3.613463547373544,28,0.4468247571948274,0
11229,55016.13382965974,766.9205158108091,5.5528750107171385,15,0.3032927049829046,1
9632,74410.53211078791,700.9677470462485,3.6446066914705266,27,0.4909837815353293,1
44056,68530.63524053509,746.6271277659929,6.713618202597011,29,0.45447546216707846,0
8596,64672.0134489158,751.6414976972378,3.311922891892234,24,0.19602488319801883,0
49243,66455.2266285713,687.378607438705,5.021215919037651,14,0.38145846006005035,0
11168,58576.401460936046,692.1216721224839,4.413612353893788,13,0.47145442302440144,0
47563,60521.63953190161,729.4664023537212,5.282720237738751,19,0.41652146173786153,1
12561,51778.29077661413,618.5737516682094,5.433281223401954,3,0.40000825404399043,1
13258,60621.856817011336,682.3096666742706,7.377794518085472,3,0.469805443700384,1
21616,51221.61006324754,639.9820626848326,6.0347689457287705,10,0.12839036962815345,1
31734,75084.82639614896,771.178910149951,4.36885055088092,20,0.46571097368071646,0
11371,34507.53856982334,681.7208687748837,5.919294110372513,23,0.2363276315767142,1
31069,67215.79936688223,713.8186861546676,6.125372455078855,17,0.3859361272546771,0
19369,65048.8005213342,689.0794032013745,8.06744881811211,26,0.22115249734825373,0
17910,63690.2394626405,685.8257957270883,4.764300130667179,4,0.5194087861034188,0
12943,75367.4842329823,710.548314379331,4.875627420504933,29,0.340279677150378,1
17199,55708.14614935579,663.4678167598933,6.9684489444233115,1,0.42147060601249176,1
20728,63831.50766858074,690.0758824266213,2.0022189856001873,14,0.49704102173836406,1
28275,34251.871677203206,689.7078501382456,4.693043027490871,10,0.5476576275356821,1
11738,53770.24676797165,678.8392350065855,6.041499760526085,26,0.4660310485346705,0
20913,72836.04646762836,719.5528453872624,6.570819237433636,23,0.17438428809520287,0
40240,39912.57396695277,677.6502033992759,2.0,16,0.5272661847928932,0
24123,62396.15050576117,780.5557491205979,2.9925986428421103,15,0.4092889579327531,0
39529,49837.243921743044,731.4482054020264,2.0,14,0.4047248791901368,0
15167,58335.195423423975,632.5344972629298,6.309408515788284,22,0.5606702799024608,1
15554,50734.837668576045,727.543897201931,5.306685032076647,2,0.22441577783294156,0
22260,41292.06593559854,665.5260151246051,7.1285207332363605,19,0.21979380924701666,0
8812,65790.04972439702,706.7845087702726,5.043751159466283,29,0.35659677734748096,1
33024,59256.04856962881,663.4402279686326,8.361476078966271,14,0.4754315332674326,0
32285,69189.436795308,590.2798056311912,3.585454481610433,23,0.3236203541142546,0
31900,71916.56861998292,698.9133253535803,4.4492912958324835,18,0.41694569494620115,0
6605,78378.88105633523,628.2792120576021,5.619245668544694,27,0.3262623621113594,0
10622,62002.301181639974,720.9857694365662,3.9308693154381738,28,0.40519359024348434,1
11767,79029.31536904813,708.739241290326,5.625749044734258,12,0.5111311513068556,1
32139,45363.38238913569,669.805772802971,4.834020975571177,15,0.19023834804546166,1
16613,73634.39743842196,791.2768519011994,4.7466165926574755,22,0.44768926700299205,0
15589,66890.8562449178,638.035626634781,4.812075623133779,11,0.49371286966909167,1
18918,63496.389787721804,668.7831174371917,6.058100044960993,16,0.32355570374089127,1
25119,66670.98351244676,643.9654208808126,4.485664427582045,15,0.2616167885339271,0
32446,45588.916824968066,802.0658016129611,3.320079707260365,8,0.10677216196220105,1
18046,42048.79785112466,767.6122070823039,5.100753494351565,28,0.4985525111670468,1
29818,85647.42279115497,628.8939067834784,4.049126230165089,5,0.263969329517994,1
40358,57469.167327040945,658.7209479173205,3.5011823531107695,18,0.27865473470402513,1
9324,57255.09867289949,660.4170670772451,2.4035208303295845,22,0.2680030815494061,1
15787,43465.357886380625,672.4636491118572,6.3966983406315565,12,0.3493696654061691,1
14111,37773.32541754744,647.8609673083342,5.993748323446566,20,0.4512497866095385,1
43110,58675.216817815766,669.7124481494355,7.111119376947387,23,0.4859315655002554,1
21389,54876.18117736908,750.2436134529999,5.004162574748035,7,0.29628536020157914,0
46427,60026.01535113676,797.3456168039494,6.617827619479537,11,0.4315510175225845,0
19043,61307.309105732624,622.7800910561289,3.5844982775312375,8,0.46034212513565764,1
33746,97341.9162189104,647.9446438366393,2.1378314125260376,21,0.24845866583869078,0
27350,54921.30028891568,710.6779722190116,3.8725161648344106,3,0.14831073476854664,1
46605,83699.1016191517,620.9847180191974,4.691084507434602,12,0.5473328603222313,1
5117,84630.36322567417,711.9716010695613,5.540683516146207,1,0.4385579858907964,1
23935,71304.36427907976,727.0051393564864,6.921280404654379,2,0.4240552044381457,0
18234,56473.10501176333,735.0326275013488,5.483120569071472,4,0.129451257605989,0
43328,39577.91495800906,725.6072263248118,8.386095137123132,23,0.5089365287519633,0
5846,67169.1581600086,673.2375726421799,5.1797300354467986,27,0.3830270780430266,0
15954,75282.18119551416,690.9165219266648,5.1511031751559875,25,0.523942208658783,1
18703,86215.31196424477,641.0236206928353,5.507303958306862,17,0.5872805918683808,0
27700,45750.630686298275,723.2169327318813,5.568428727678629,20,0.5785501604401211,1
37043,56347.10416222099,780.1680133567561,5.546882756700034,13,0.5280446731951037,1
11469,45842.031143657296,723.1100449533694,3.1516220073876453,24,0.10547368691568446,1
35105,50497.830113446165,665.2499632086473,6.278289122744026,1,0.5428636041184782,1
47101,69965.81301353441,749.7395926349612,8.758527976553722,14,0.13753115691382276,1
31386,49810.42845951396,818.2823347389468,3.675524027738584,7,0.5255969850883836,0
41976,47635.93234024486,712.1574885806807,4.938142226544221,15,0.24008703430581183,1
44051,71954.93795583412,727.7236421927335,2.9408137379310735,2,0.4050341692666838,0
7048,66761.08185065321,733.8850547033022,6.127881964105458,23,0.11903411557493984,1
44001,65250.16796902762,619.7771367074131,6.126440841123316,19,0.485590848059114,0
17941,50206.68962701401,679.4438913657358,2.743949952183865,19,0.15585306111648575,1
47533,79395.34917322053,674.3066789234764,3.0313217857921115,27,0.30534408583788597,0
6828,60217.352959796866,741.7433324447974,2.0,22,0.5087230011626507,0
6917,95702.85208132153,735.9184653947041,7.355569361874963,4,0.4476744982541676,1
25618,62417.49254205066,693.9631628633526,3.741925125776022,3,0.10302134842903346,1
37254,24999.782372292597,671.3060970495642,4.7986831978561835,22,0.3015161672712744,1
44756,24331.866978346967,615.6702020146608,4.450018920953616,11,0.12096375848225402,1
25128,69359.24912768204,699.2293735695869,6.482672032768812,18,0.4367499304092346,1
5009,79507.41228496208,652.2715942610582,5.990333657597673,14,0.5844742458766607,1
21644,48242.578051142256,646.0749330210944,5.91023138705102,24,0.4276306311503796,1
27422,91514.68159165727,746.3134382061294,3.781915712183996,29,0.2121862155587779,0
14865,84944.98405491155,741.0959897523392,6.0218469139015465,12,0.2776165160332701,1
7219,63158.20145161722,675.570292095025,6.39265608642134,4,0.5883252778292338,0
44809,68091.80913534197,621.5477859346183,5.97754555217104,11,0.21202620601617503,1
10287,73417.95326082775,658.7094209878147,3.0664068025579407,18,0.3807645365272213,1
39387,88349.92345980773,749.6626980663597,3.305384501403071,1,0.3002269043408724,1
13512,70232.03950118372,723.3859308488121,7.60568578527355,6,0.48415764896411084,1
6342,62818.974784067235,676.4097601288821,7.915918845500761,27,0.5336946359899436,1
48336,70084.51796379974,702.9376588438454,4.895034244481565,22,0.27041863717514836,0
24216,68060.40422173838,596.258904102159,4.893093151477228,27,0.4301981818496913,1
32534,73866.1528091249,592.4737806482609,5.236122209799328,28,0.3745238487588637,1
19231,36449.65060380695,798.8563260260529,5.868506050970223,4,0.2392222450277167,0
37293,64737.80174921182,725.3263109169828,2.836245343514722,19,0.23597040140650086,0
31614,66906.60761369605,700.0831032129627,5.345628251545501,28,0.369315823766152,1
41258,58907.29249421742,680.152190799587,3.4538727579395263,10,0.1770014367661499,1
33253,71762.49666326339,611.9083005234263,4.969637787967266,17,0.5054049482412357,1
47078,88817.51430853561,749.6607063743045,3.674254590756703,17,0.134502419600201,0
45752,62073.25696656661,643.1555618434801,4.027574436045416,6,0.14728724310415817,1
22988,70375.81621061536,735.2091322666741,5.272381116061738,9,0.2711131544636338,0
36037,84093.9714067733,706.6000382771281,4.0740444949717745,22,0.15904587909856668,1
17219,62423.46758912783,697.3952767938257,3.351725658498974,19,0.3378500106277462,0
5235,46673.051964617865,634.8816840467698,7.180263952932539,13,0.2998379452209352,0
47929,69236.68273631886,635.5474997663697,3.3731858345128924,19,0.4609048979428585,1
6908,26975.007948028862,719.4967193156294,2.0,19,0.5765020776048602,0
13567,25524.494430559804,703.9608412210009,5.853147194374639,10,0.47677929236956296,0
41298,64995.18070674387,702.3583536631689,4.56548013504446,1,0.18972433144030218,0
10256,24825.44425377201,714.3020796256844,4.955993592070461,12,0.5677606427322015,1
24019,40272.48386357714,603.1628254936479,5.237274504195394,12,0.2960667162765336,1
13162,54298.52154734516,750.7571919970244,6.9059823165386085,8,0.3370946804634565,1
10415,49178.7547538117,682.2050129692822,7.795697299852934,16,0.31078811868531775,1
41159,57782.90244679323,758.4822511060219,5.3801669736327336,14,0.2402735116438595,0
48925,76693.05211152745,599.583799760708,3.2364094074463217,23,0.547522143898742,0
10951,63577.212170458966,728.4513002763715,5.218945262626538,21,0.2661194329483081,1
26852,47410.19397330811,727.9789648897131,5.88377322555539,28,0.3892982348397732,0
13007,80316.61609176414,625.6933663321671,6.505453465203329,25,0.2200167921871651,1
46832,38567.14145183713,668.0371941198932,5.205940813023983,22,0.4986876873850902,1
35523,63328.25263158149,647.02468020249,4.15918837980834,27,0.48709932976459325,1
28325,36898.71037482443,743.1606311252626,3.639818369064566,20,0.24815606922352199,0
26204,63784.76858595809,715.4444241444621,4.825168871695895,21,0.44077703657172684,0
20524,55220.58894161104,779.9424412950877,2.7484933281521435,21,0.45193676654747483,0
24282,76233.56867289552,710.1476967140983,5.59157129086844,28,0.38125570805238307,1
28930,70810.34206791344,736.612209344478,5.265974218210123,15,0.4002991911358351,1
5077,51192.910020125055,758.6005370690253,5.258519340657036,24,0.3872273191453979,1
45345,48315.905387756386,727.7213363253863,6.076440226726478,9,0.14093220199742282,1
25611,55273.54900451836,680.7908398524111,7.176456438109865,28,0.43513267235689246,1
21984,88133.57190051509,671.4852777369232,4.894353159431944,19,0.3348875049193456,1
19060,84286.02721662121,696.0133286235732,5.115399913669515,27,0.31922864027070674,1
22449,45475.97721947024,739.8291894905045,4.445501978036236,26,0.5299996093909004,0
23520,72003.38007002023,661.6948469073524,5.827266859775332,11,0.11161335673055886,0
48303,34028.52856654102,732.6076763089849,4.988575498881671,28,0.22565745897937758,0
14510,53289.86308413952,716.1316159155152,6.732589501578259,4,0.16070174992137318,1
34287,46086.53470706312,637.3346938400259,6.701070391297767,19,0.11767052230486288,1
33173,76039.19186358662,730.1767629595214,5.474112510112769,16,0.23783849883797378,1
44711,40639.23720317382,707.0960506426176,4.880582840960536,9,0.5942381363973388,1
16954,66440.25353133708,672.4737894404853,4.590128828791031,5,0.2351145866037869,0
12804,60010.651823489454,706.3714286357134,5.720549786181165,20,0.4318529098978857,1
11565,57368.26755405735,674.4174488357964,5.724539988586283,19,0.15914944502036074,0
10984,85073.74426116596,712.3836032344889,4.58955089023488,5,0.40092381502361496,0
26526,86395.45788501466,691.6019815176724,5.432664838591995,11,0.5922407415691566,1
42438,57834.10772320543,623.5037883995192,3.838667086767665,20,0.24591876173023267,1
23574,54811.25549100009,693.098218905888,5.676393679318193,18,0.5240378081877914,0
14184,37396.9002179525,677.8658052284595,3.964714919162273,1,0.5987856901832678,0
24096,59936.11519141185,731.7793177149397,6.15805347113513,12,0.39427704436037203,0
7192,89299.54883618986,743.9884247972872,4.524928503290812,21,0.2547005502140177,0
39016,58068.96990708115,674.5499119084745,7.510766389652055,19,0.4367656299495781,1
16246,70931.3892471567,660.5302261707125,5.058646993400603,10,0.5224241031343094,1
23381,39037.54014121104,615.992297612052,5.356947337849832,14,0.18567512148098916,1
41455,53478.37605399598,659.2981438491296,2.902007142315695,12,0.3262578819207267,1
31727,66936.97958703976,683.8365612803865,7.109814720765012,25,0.25959385506192045,1
9018,61587.93597072079,633.0368331922894,4.943097956558563,2,0.24167949848118994,1
16302,72370.01001615843,744.656829616511,7.609256894807095,13,0.5304106303700863,0
6970,50959.921731620045,713.1080980220347,5.0723655321263355,7,0.3108270034109193,0
46157,33750.17176764502,693.979164299005,4.6788096225967815,27,0.2695381709019564,1
32202,76831.35345483405,699.1664347802432,4.232789515588481,8,0.4017552707130069,1
36110,45957.76066093637,715.3022476792556,5.963274192649295,14,0.20970078981869064,0
22586,67599.06041252975,731.6547488934755,5.781135160072192,22,0.21494674528403948,1
29519,66762.85299732623,740.4503818423633,2.998948056772235,17,0.36014436543575234,0
36273,35043.70207452012,684.543450234346,4.146664385565088,7,0.30463636432309205,0
26951,75736.88125860038,692.9032526607856,6.0837263653491025,10,0.24749119196116223,0
20374,51501.492082065466,708.6485052972082,4.033286344676926,28,0.1269755661370511,1
10788,60825.81932980442,690.8619336007685,3.774444603525803,28,0.3603871193192608,0
10408,54627.26154051665,743.6158707943436,5.294365775353093,26,0.5083046028005376,1
30053,84338.87253349363,761.3661219069049,5.130717504074892,4,0.525688602643029,1
14446,80152.35312276095,717.2036657264081,4.304019072903244,14,0.21771998986304011,0
5922,32814.981243439164,654.5904179353381,7.651079498989227,14,0.39982060197374414,0
38187,93882.40682862283,725.4200560416037,4.776484075522099,26,0.5279406547314702,1
15789,49825.39901227206,719.1849527105413,3.102508765608439,25,0.30436296413813235,0
37184,91536.55015472756,650.3978987341252,2.571632454541221,6,0.5660684086537643,1
6120,56156.856417900235,719.1299979664363,6.5337141913790955,20,0.5514892645647764,1
49028,54886.24940862098,672.7904740676994,3.3539108790365204,17,0.2040669487094047,0
37154,56290.084003832664,737.3046907538642,5.045662339142221,27,0.2294824164501019,1
22334,53988.15532530765,725.01352609,3.689033701597813,11,0.19022099932298445,1
7336,97865.94806734833,711.1493269417862,4.846832649324951,11,0.19802717572735115,1
43141,58854.552010190484,701.9273366944585,5.521980361697933,3,0.553931043586749,1
7243,55465.55351191966,593.3313963331831,2.951687216793826,28,0.5655689545963115,1
24029,61155.16136239416,639.2862447671332,4.316447586539317,10,0.12594862059256548,0
37265,45489.97204612942,693.4599390105064,3.989614568841124,20,0.39680167783610243,0
42380,83956.80801435377,775.9691773901768,3.5519458005652025,5,0.3821157814287858,0
48872,37933.787464603025,728.234053406639,4.43650082120649,20,0.29527382336222996,0
28710,50789.87089392892,790.7023164529458,4.064299561903388,9,0.4158487964115535,0
34486,74049.90464770189,704.1493596827122,6.309481978862451,26,0.5736839127554251,0
11371,60635.28196151148,698.4574618087364,3.926334359278769,14,0.1851274413610731,0
11359,68238.2277375007,771.256259329352,5.676234917700016,0,0.16020545485822782,0
45631,82997.46175028145,692.0392847580325,5.623740474672216,16,0.11669528541448784,1
40996,75057.02322498719,650.6765046759408,2.748339512554981,2,0.2819166539200717,0
25103,62062.14517711718,715.8377058808683,4.241450726826732,24,0.26881423853893305,1
19382,91340.13974777698,756.1256990996197,4.834906772383101,10,0.31540984407932193,0
23755,50574.9577680565,658.7026243459395,5.3981177781839005,17,0.3516550154404745,1
40659,58495.3553851117,729.4521769839016,4.645446015195958,9,0.47891199701522735,1
8756,59543.3950274585,695.3381745667836,6.562871488131184,20,0.2960566952287592,0
25609,58463.673509745306,722.5674892283528,5.157118967371476,8,0.2653065546806168,1
21478,43961.840145582595,715.676693852255,5.668271805596274,6,0.5134394101298134,0
40442,36245.252622592525,679.2847804182087,4.1117398198471165,10,0.5248983353268282,0
44666,66258.0236156879,694.6906069475729,5.690119626526287,7,0.2163829821466766,0
15147,50497.89321674014,682.3386086633097,7.904584408855496,1,0.25733591135565415,1
38561,88617.1318347192,705.9374110019862,5.789878044334105,4,0.5125581854550442,1
39884,58911.86515147141,657.6951399330219,6.65452321200436,8,0.13970412214888242,1
10779,56227.66113762764,669.6457532252588,4.562675776990329,0,0.2629233901953689,0
17298,76415.09679603981,679.3019797240354,6.386369006047096,16,0.32417505352043063,1
19153,66032.88956171583,719.5851452810695,6.517352935759877,9,0.19353580760028552,1
48879,57367.23858319427,629.2233035355911,5.368172931281874,7,0.1899570983053491,1
15789,50389.023783533354,694.6435182579534,4.887873594368265,17,0.31243102900676434,1
49165,114865.52705998611,664.589550122324,2.7573691220495995,24,0.4772608623674278,0
17999,65426.78643392608,679.4294043157533,4.9514232893528485,9,0.5201164897738138,1
5814,76266.44366076594,666.9915401242451,5.847835209385528,8,0.5896175462680867,1
15541,44655.81719649757,709.7285990458155,3.8521355560459063,3,0.13699202504585953,0
29938,51330.219203644876,692.144335254055,3.094875599043709,1,0.20834110057299635,0
7443,91685.18832435433,735.5805111827294,5.152927518348798,18,0.47831492119209884,0
15457,80953.96409033453,720.086570270832,5.345998879900332,9,0.3702993530278309,0
15380,66864.33155599925,623.1476957804978,2.9789431381404876,16,0.2638398869812091,1
12783,54276.43662304465,652.0000471352336,5.061157537289563,2,0.20279483062362177,1
49241,56489.46342065136,691.3446356937994,5.43489133791316,20,0.24023877582122402,0
22368,49858.33897115807,697.8532402998462,6.981955548802681,18,0.314644475150476,0
20328,42647.26004792038,656.4109615127088,4.28522129714211,18,0.18857560975301638,0
31215,73857.66276391521,765.1987185257274,8.129632572594351,25,0.5821129779383754,0
38595,68082.46834188087,743.2343870386118,5.080827831250442,21,0.1537942222999372,0
32306,71041.1822451341,617.7629578751222,3.197086201642594,18,0.5927887172446096,1
24915,54946.530180566035,717.2713180179243,4.504721658152709,18,0.5209466430003363,1
44915,63834.58462699746,697.7101731638777,3.3307304449191975,14,0.3115758087568695,0
42219,53519.34352538799,762.193752028563,4.749143161571883,24,0.4699081671941051,0
20343,49090.379058445404,621.5058036228183,5.702699625516751,17,0.435757621848193,1
43727,85005.93654213264,802.9927405620025,5.402282845946115,16,0.20664345897446548,0
5126,61822.60945261114,657.8527169200024,3.304812133920137,9,0.2695350430594732,1
32632,67611.81507429811,718.9263409466013,3.1182604211941296,23,0.3565612814027289,1
46563,72536.31020786252,669.6821511547165,5.629083562293499,28,0.4189220899438635,1
49409,62010.61329349536,681.1920540619489,5.96614846995392,13,0.37144749067831073,0
25530,63609.491160377314,615.5291005259879,4.266604256894742,18,0.33649373050323694,1
44964,43700.62234569439,759.8443381958281,2.0,22,0.3215761367274501,1
49327,46558.27457345122,686.5176323879247,3.2624014596481405,17,0.349132249647509,0
8368,45782.7786730733,689.9171043650161,6.479450552992518,10,0.3171757599229852,1
8797,69081.87625230802,815.6240952758039,3.892204568621919,10,0.37066503877285795,0
18718,61063.35979233098,747.9721354498294,4.4791519626466085,11,0.5439926495233334,0
39560,46559.526543516185,666.5819361913841,5.830009480066454,7,0.4164146565273058,1
16053,68701.4826245281,669.4872049817761,4.540594986789467,15,0.46131043749427003,0
27116,68151.8469143116,712.9900605297432,7.0961342912346925,24,0.3987415668653883,0
41244,49575.51013050953,738.5364956756887,4.439845213398736,23,0.42150884120700116,1
41185,59582.5868305609,787.6221024904071,3.709019782779963,7,0.3891749142240901,0
6645,68207.12512590716,619.5950320605589,6.77340830452636,23,0.1134332610979116,1
24256,47124.66968820865,736.3509653677041,5.0717091400751855,13,0.5997991911000099,1
40840,68493.40147343925,744.3834655717524,3.3824032271944855,22,0.11680462010644835,0
39622,64515.35406245342,660.5246574332305,5.707736559028046,17,0.2975740041168269,0
42430,45012.004417484604,681.9870049236359,4.558509254773238,23,0.15255783914946672,1
44282,63296.95102497153,618.4834177722115,3.281204064352557,20,0.14846422522046623,1
7708,65484.728799838565,674.9553152174385,5.142673659469015,21,0.4967634758372418,0
16694,50609.983107918015,711.6047042361221,4.762855246456233,3,0.3129628896790385,1
14524,51790.74525200686,779.7058730761012,2.468871680181924,16,0.5005693541493824,1
36880,44873.70103603215,784.3182729474325,3.411014007288914,12,0.23639323534041576,1
